id	op	line	verdict	rc	failing_tests	killed_by	mutated_line
reject-57-drop	drop	685	KILLED	1	1	row 12 excerpt_sha256 is not sha256(excerpt)                      RED  B1	      || true B1 "cited finding '$id' records excerpt_sha256 $want but sha256(excerpt) is $got; a citation whose digest does not match its excerpt is not verified (S1.1)" || return 1
reject-57-flip	flip	685	KILLED	1	3	row 12 excerpt_sha256 is not sha256(excerpt)                      RED  B1	      || reject B1 "cited finding '$id' records excerpt_sha256 $want but sha256(excerpt) is $got; a citation whose digest does not match its excerpt is not verified (S1.1)" && return 1
reject-58-drop	drop	697	KILLED	1	1	row 4  comparative claim with no comparator command or hash       RED  B4	    true B4 "$claim" || return 1
reject-58-flip	flip	697	KILLED	1	1	row 4  comparative claim with no comparator command or hash       RED  B4	    reject B4 "$claim" && return 1
reject-59-drop	drop	722	KILLED	1	1	probe a competitor ratio stated in a finding but never recorded RED  B4	      [ "$n_recorded" -gt 0 ] || true B4 "finding $id states a comparative claim -- $(printf '%s' "$got" | cut -c1-70) -- but consultations.crux.comparative_claims is empty; a competitor ratio with no recorded comparator is unverified, per S3.C.1" || return 1
reject-59-flip	flip	722	KILLED	1	3	row 14 complete GPU review, all four consulted, findings        GREEN     [discrimination]	      [ "$n_recorded" -gt 0 ] || reject B4 "finding $id states a comparative claim -- $(printf '%s' "$got" | cut -c1-70) -- but consultations.crux.comparative_claims is empty; a competitor ratio with no recorded comparator is unverified, per S3.C.1" && return 1
reject-60-drop	drop	757	KILLED	1	2	row 16 the diff publishes a ratio, nothing records it           RED  B4	      true B4 "the diff publishes a comparative claim on a user-facing surface -- $dfile: $(printf '%s' "$dline" | cut -c1-70) -- while consultations.crux.comparative_claims is empty; a competitor ratio the review never recorded is unverified and blocks (S3.C.1)" || return 1
reject-60-flip	flip	757	KILLED	1	2	row 16 the diff publishes a ratio, nothing records it           RED  B4	      reject B4 "the diff publishes a comparative claim on a user-facing surface -- $dfile: $(printf '%s' "$dline" | cut -c1-70) -- while consultations.crux.comparative_claims is empty; a competitor ratio the review never recorded is unverified and blocks (S3.C.1)" && return 1
repo-fallback-dropped	text	258	KILLED	1	1	no PR_REVIEW_REPO and no git repository is a REJECTION	if false; then
rs-line-test-not-applied	text	224	KILLED	1	1	row 22 the printed ratio fires, the quoted one two lines up does not  RED  B4	  case "$1" in *.rs) true ;; esac
rs-published-predicate-verdict-not-propagated	text	238	KILLED	1	2	the .rs line test matches its case table, both polarities	  --match-rs-published) match_rs_published "${2?--match-rs-published needs an argument}"; exit 1 ;;
rs-published-regex-matches-everything	text	214	KILLED	1	3	row 22 the printed ratio fires, the quoted one two lines up does not  RED  B4	RS_PUBLISHED_RE='(.)'
rs-published-regex-never-matches	text	214	KILLED	1	3	row 22 the printed ratio fires, the quoted one two lines up does not  RED  B4	RS_PUBLISHED_RE='(^$)'
self-review-misclassified-B1	text	400	KILLED	1	70	S6.1 all four positive controls fire before anything is validated	    || reject B1 "reviewer_actor.id = author_actor.id = '$author'; a self-review is not a review (S5)" || return 1
shipped-surface-predicate-verdict-not-propagated	text	234	KILLED	1	2	the shipped surface B4 scans matches its case table, both polarities	  --match-shipped-surface) match_shipped_surface "${2?--match-shipped-surface needs an argument}"; exit 1 ;;
stale-index-misclassified-B1	text	642	KILLED	1	1	row 9  index_commit not an ancestor of head_sha, verdict PASS     RED  B6	      reject B1 "index_commit $idx is not an ancestor of head $head and the verdict is PASS; a stale index answers about code that is not in this PR (S3.A)" || return 1
target-predicate-verdict-not-propagated	text	237	KILLED	1	1	the target suppressor matches its case table, both polarities	  --match-target)      match_target       "${2?--match-target needs an argument}";      exit 1 ;;
target-suppressor-matches-everything	text	119	KILLED	1	4	row 16 the diff publishes a ratio, nothing records it           RED  B4	TARGET_RE='(.)'
target-suppressor-never-matches	text	119	KILLED	1	1	the target suppressor matches its case table, both polarities	TARGET_RE='(^$)'
tools-absent-is-a-skip	text	249	KILLED	1	1	a tool the guard needs and cannot find is a REJECTION, not a skip	if false; then
zero-receipts-is-a-pass	text	893	KILLED	1	1	a run over zero receipts is not a pass	if false; then
