# PVL-001 EV-6a (#4139): contract `lean_theorem:` LABELS that name no theorem, file or domain in the tree.
# A non-increasing ratchet: `pv discharge check` fails a label that is not listed here, and one listed here
# that now resolves. `pv discharge check <lean-dir> --update-baseline` only ever removes lines.
absolute-position-v1	Theorems.AbsolutePosition.Core
gpu-multi-backend-parity-v1	Theorems.Bandwidth_Bound_Theorem
gpu-multi-backend-parity-v1	Theorems.Jit_Compilation_Correctness
gpu-multi-backend-parity-v1	Theorems.Multi_Backend_Parity
gpu-weight-residency-v1	Theorems.Pcie_Overhead
gpu-weight-residency-v1	Theorems.Throughput_Target
gqa-kv-dim-fail-closed-v1	Theorems.Gqa_Kv_Dim_Consistency
graph-centrality-v1	Theorems.Betweenness
graph-centrality-v1	Theorems.Closeness
graph-centrality-v1	Theorems.Degree
graph-centrality-v1	Theorems.Eigenvector
graph-centrality-v1	Theorems.Harmonic
graph-centrality-v1	Theorems.Katz
graph-index-v1	Theorems.Bm25Scoring
graph-index-v1	Theorems.CsrConstruction
graph-index-v1	Theorems.Fts5Consistency
graph-index-v1	Theorems.PageRankConvergence
graph-index-v1	Theorems.SqliteRoundtrip
graph-query-v1	Theorems.BFS_Correctness
graph-query-v1	Theorems.PageRank_Convergence
http-api-v1	Theorems.Body_Schema_Compliance
http-api-v1	Theorems.CORS_Negotiation
http-api-v1	Theorems.Error_Envelope
http-api-v1	Theorems.Max_Tokens_Cap
http-api-v1	Theorems.Request_Response_Schema
http-api-v1	Theorems.Response_Schema
http-api-v1	Theorems.Thinking_Block_Strip
http-api-v1	Theorems.Timeout_Honoring
http-api-v1	Theorems.Tool_Format_Fidelity
http-client-v1	Theorems.ErrorPropagation
http-client-v1	Theorems.LruCacheEviction
http-client-v1	Theorems.MultiTierRouting
http-client-v1	Theorems.RequestConstruction
http-client-v1	Theorems.ResponseParsing
http-client-v1	Theorems.SsrfPrevention
http-client-v1	Theorems.UrlValidation
hybrid-layer-dispatch-v1	Theorems.Conv1D_Causal
hybrid-layer-dispatch-v1	Theorems.Head_Grouping
hybrid-layer-dispatch-v1	Theorems.Hybrid_Dispatch
hybrid-layer-dispatch-v1	Theorems.Linear_Associativity
hybrid-layer-dispatch-v1	Theorems.Linear_No_Softmax
hybrid-layer-dispatch-v1	Theorems.Linear_Shapes
ica-v1	Theorems.Fastica
ica-v1	Theorems.Mixing
ica-v1	Theorems.Unmixing
ica-whitening-v1	Theorems.IcaWhitening
inference-pipeline-v1	Theorems.Decode_Step
inference-pipeline-v1	Theorems.Hybrid_Layer_Schedule
inference-pipeline-v1	Theorems.Kv_Cache_Growth
inference-pipeline-v1	Theorems.Layer_Composition
inference-pipeline-v1	Theorems.Prefill_Phase
inference-pipeline-v1	Theorems.Residual_Stream
inference-pipeline-v1	Theorems.Sampling_Temperature
int8-symmetric-quant-v1	Theorems.Dequant_Dot
int8-symmetric-quant-v1	Theorems.Per_Row_Scale
int8-symmetric-quant-v1	Theorems.Quantize
iterator-v1	Theorems.Iterator
kernel-fusion-v1	Theorems.FusionDecisionRegistry
kernel-fusion-v1	Theorems.FusionPerformance
kernel-launch-budget-v1	Theorems.Bsum_Budget
kernel-launch-budget-v1	Theorems.Per_Layer_Decomposition
kernel-launch-budget-v1	Theorems.Per_Token_Launches
kmeans-kernel-v1	Theorems.Assignment
kmeans-kernel-v1	Theorems.Objective
kmeans-kernel-v1	Theorems.Update
kv-cache-equivalence-v1	Theorems.Batched_Serial_Equivalence
kv-cache-equivalence-v1	Theorems.Fused_Kernel
kv-cache-equivalence-v1	Theorems.Page_Shape
kv-cache-equivalence-v1	Theorems.Prefill_Incremental
kv-cache-sizing-v1	Theorems.Bias_Absence
kv-cache-sizing-v1	Theorems.Hybrid_Accounting
kv-cache-sizing-v1	Theorems.Per_Token_Per_Layer
kv-cache-sizing-v1	Theorems.Total_Kv_Memory
kv-cache-sizing-v1	Theorems.Zero_Input_Identity
layer-parity-v1	Theorems.CosineParityGate
layer-parity-v1	Theorems.LayerParity
lbfgs-kernel-v1	Theorems.Line_Search
lbfgs-kernel-v1	Theorems.Secant_Condition
lbfgs-kernel-v1	Theorems.Two_Loop_Recursion
learned-position-embedding-v1	Theorems.Position_Embedding
linear-bias-init-v1	Theorems.Linear_Bias_Init
linear-models-v1	Theorems.Logistic_Predict_Proba
linear-models-v1	Theorems.Ols_Fit
linear-models-v1	Theorems.Ols_Predict
linear-models-v1	Theorems.R_Squared_Training
linear-probe-classifier-v1	Theorems.Linear_Probe
linear-projection-v1	Theorems.Linear_Forward
linear-projection-v1	Theorems.Linear_No_Bias
lora-dropout-placement-v1	Theorems.Inverted_Dropout
lora-dropout-placement-v1	Theorems.LoRA_Dropout_Placement
lora-gradient-flow-v1	Theorems.LoraForward
lora-merge-peft-layout-v1	Theorems.Delta_Weight_Peft
lora-merge-peft-layout-v1	Theorems.Forward_Equivalence
lora-target-selection-v1	Theorems.Lora_Contribution
loss-functions-v1	Theorems.Bce
loss-functions-v1	Theorems.Huber
loss-functions-v1	Theorems.L1_Loss
loss-functions-v1	Theorems.Mse_Loss
loss-functions-v1	Theorems.Nll
loss-functions-v1	Theorems.Smooth_L1
matmul-kernel-v1	Theorems.Quantized_Dot
mcp-protocol-sdk-v1	Theorems.BatchRequestOrdering
mcp-protocol-sdk-v1	Theorems.CancellationSafety
mcp-protocol-sdk-v1	Theorems.ErrorCodeMapping
mcp-protocol-sdk-v1	Theorems.JsonRpcFraming
mcp-protocol-sdk-v1	Theorems.PayloadLimits
mcp-protocol-sdk-v1	Theorems.ProtocolVersionNegotiation
mcp-protocol-sdk-v1	Theorems.SessionLifecycle
mcp-protocol-sdk-v1	Theorems.ToolDispatchIntegrity
mcp-protocol-sdk-v1	Theorems.TransportAbstraction
mcp-protocol-v1	Theorems.ErrorMappingLossless
mcp-protocol-v1	Theorems.SessionLifecycle
mcp-protocol-v1	Theorems.ToolIdempotency
mcp-protocol-v1	Theorems.ToolSchemaFidelity
mcp-tool-schema-v1	Theorems.Error_Mapping
mcp-tool-schema-v1	Theorems.Idempotency_Classification
mcp-tool-schema-v1	Theorems.Session_State_Machine
mcp-tool-schema-v1	Theorems.Tool_Schema_Fidelity
media-pipeline-v1	Theorems.Codec_Dispatch
media-pipeline-v1	Theorems.Encode_Decode_Roundtrip
media-pipeline-v1	Theorems.Frame_Integrity
memory-safety-v1	Theorems.ArenaLifecycle
memory-safety-v1	Theorems.Bounds_Safety
memory-safety-v1	Theorems.Drop_Safety
memory-safety-v1	Theorems.Escape_Analysis
memory-safety-v1	Theorems.IndexMemoryBudget
memory-safety-v1	Theorems.Lifetime_Safety
memory-safety-v1	Theorems.LruEvictionCorrectness
memory-safety-v1	Theorems.Ownership_Invariant
memory-safety-v1	Theorems.Use_After_Move
metaheuristics-v1	Theorems.Best_Monotone
metaheuristics-v1	Theorems.Ga_Crossover
metaheuristics-v1	Theorems.Pso_Velocity
metaheuristics-v1	Theorems.Sa_Acceptance
metrics-classification-v1	Theorems.Accuracy
metrics-classification-v1	Theorems.Confusion_Matrix
metrics-classification-v1	Theorems.F1_Score
metrics-classification-v1	Theorems.Precision
metrics-classification-v1	Theorems.Recall
metrics-clustering-v1	Theorems.Inertia
metrics-clustering-v1	Theorems.Silhouette_Coefficient
metrics-clustering-v1	Theorems.Silhouette_Score
metrics-ranking-v1	Theorems.Hit_At_K
metrics-ranking-v1	Theorems.Mrr
metrics-ranking-v1	Theorems.Ndcg_At_K
metrics-ranking-v1	Theorems.Reciprocal_Rank
metrics-regression-v1	Theorems.R_Squared
mirostat-bits-v1	Theorems.Mirostat_Mu_Update_Bits
mirostat-bits-v1	Theorems.Mirostat_Surprise_Bits
model-config-algebra-v1	Theorems.Cross_Constraint
model-config-algebra-v1	Theorems.Divisibility
model-config-algebra-v1	Theorems.Non_Degeneracy
model-config-algebra-v1	Theorems.Ordering
model-format-conversion-v1	Theorems.Apr_Tokenizer_Embedding
model-format-conversion-v1	Theorems.Export_Fidelity
model-format-conversion-v1	Theorems.Format_Conversion_Roundtrip
model-format-conversion-v1	Theorems.Import_Integrity
model-format-conversion-v1	Theorems.Merge_Weight_Algebra
model-format-conversion-v1	Theorems.Quantization_Bounds
model-metadata-bounds-v1	Theorems.Gqa_Ratio
model-metadata-bounds-v1	Theorems.Head_Dim
model-qa-v1	Theorems.Grade_Assignment
model-qa-v1	Theorems.MQS_Scoring
model-qa-v1	Theorems.Regression_Detection
moe-load-balance-loss-v1	Theorems.Switch_Load_Balance_Loss
monitor-metrics-v1	Theorems.CPU_Utilization
monitor-metrics-v1	Theorems.History_Persistence
monitor-metrics-v1	Theorems.Memory_Usage
mqs-scoring-v1	Theorems.MqsComposite
mqs-scoring-v1	Theorems.MqsDeterministic
mqs-scoring-v1	Theorems.MqsGrade
mqs-scoring-v1	Theorems.Mqs_Composite
mqs-scoring-v1	Theorems.Mqs_Deterministic
mqs-scoring-v1	Theorems.Mqs_Grade
mqs-scoring-v1	Theorems.Mqs_Pass_Rate
multinomial-head-v1	Theorems.Analytic_Gradient
multinomial-head-v1	Theorems.Convergence_Error_Mapping
multinomial-head-v1	Theorems.Label_Order_Semantics
multinomial-head-v1	Theorems.Logit_Finiteness
multinomial-head-v1	Theorems.Softmax_Nll_Objective
naive-bayes-v1	Theorems.Class_Prior
naive-bayes-v1	Theorems.Gaussian_Likelihood
naive-bayes-v1	Theorems.Log_Posterior
namespace-isolation-v1	Theorems.Connect_Lifecycle
namespace-isolation-v1	Theorems.Send_Isolation
neon-dequant-v1	Theorems.NeonQ4kDequant
neon-dequant-v1	Theorems.NeonQ6kDequant
neon-dequant-v1	Theorems.NeonScalarEquivalence
nf4-fused-gate-up-swiglu-v1	Theorems.Bandwidth_savings
nf4-fused-gate-up-swiglu-v1	Theorems.Fused_rmsnorm_gate_up_swiglu_nf4
nf4-fused-gate-up-swiglu-v1	Theorems.Separate_ffn
nf4-fused-qkv-gemm-v1	Theorems.Bandwidth_savings
nf4-fused-qkv-gemm-v1	Theorems.Fused_qkv
nf4-fused-qkv-gemm-v1	Theorems.Separate_qkv
nn-softmax-dim-v1	Theorems.Softmax_Over_Dim
oci-manifest-v1	Theorems.Layer_Cache_Hit
oci-manifest-v1	Theorems.Layer_Ordering
oci-manifest-v1	Theorems.Manifest_Digest_Consistency
oci-manifest-v1	Theorems.Reproducible_Build
online-softmax-v1	Theorems.Online_Normalizer
online-softmax-v1	Theorems.Standard_Softmax
optimization-v1	Theorems.Cg_Minimize
optimization-v1	Theorems.Convergence
optimization-v1	Theorems.Line_Search
package-resolve-v1	Theorems.Pull_Resolve
package-resolve-v1	Theorems.Registry_List
package-resolve-v1	Theorems.Run_Tracking
paged-attention-v1	Theorems.Block_Allocation
paged-attention-v1	Theorems.Block_Table_Lookup
paged-attention-v1	Theorems.Copy_On_Write
paged-kv-cache-v1	Theorems.Block_Allocation
paged-kv-cache-v1	Theorems.Block_Table_Invariant
paged-kv-cache-v1	Theorems.Fragmentation_Free
paged-kv-cache-v1	Theorems.Graph_Compatibility
paged-kv-cache-v1	Theorems.Paged_Contiguous_Equivalence
paged-kv-cache-v1	Theorems.Slot_Mapping
pagerank-kernel-v1	Theorems.BFS_Shortest_Path
pagerank-kernel-v1	Theorems.PageRank_Stochastic
pagerank-kernel-v1	Theorems.Pagerank
pagerank-kernel-v1	Theorems.Power_Iteration
parity-profiling-system-v1	Theorems.Cupti_kernel_timing
parity-profiling-system-v1	Theorems.Parity_delta
parity-profiling-system-v1	Theorems.Parity_profile_schema
parity-profiling-system-v1	Theorems.Torch_profiler_integration
parser-soundness-v1	Theorems.Block_Scoping
parser-soundness-v1	Theorems.Lex
parser-soundness-v1	Theorems.Parse
parser-soundness-v1	Theorems.Parse_Correctness
parser-soundness-v1	Theorems.Semantic_Analyze
parser-soundness-v1	Theorems.Transpile_Roundtrip
pca-v1	Theorems.Explained_Variance
pca-v1	Theorems.Pca_Transform
pca-v1	Theorems.Reconstruction
per-operation-training-profiling-v1	Theorems.Bottleneck_classification
per-operation-training-profiling-v1	Theorems.Json_profiling_output
per-operation-training-profiling-v1	Theorems.Layer_backward_decomposition
per-operation-training-profiling-v1	Theorems.Layer_forward_decomposition
performance-grading-v1	Theorems.Concrete_Instance
performance-grading-v1	Theorems.Efficiency_Grade
performance-grading-v1	Theorems.Llamacpp_Parity
performance-grading-v1	Theorems.Ollama_Parity
performance-grading-v1	Theorems.Vllm_Parity
pipeline-cache-v1	Theorems.CacheHitNoRecompile
pipeline-cache-v1	Theorems.SingleEncoderBatch
plugin-lifecycle-v1	Theorems.Lifecycle_State_Machine
plugin-lifecycle-v1	Theorems.Permission_Scoping
plugin-lifecycle-v1	Theorems.Schema_Validation
pmat-work-lifecycle-v1	Theorems.BaselineIntegrity
pmat-work-lifecycle-v1	Theorems.ContractImmutability
pmat-work-lifecycle-v1	Theorems.FalsificationCompleteness
pmat-work-lifecycle-v1	Theorems.MonotonicLedger
pmat-work-lifecycle-v1	Theorems.ProfileDeterminism
pmat-work-lifecycle-v1	Theorems.RescueBound
pmat-work-lifecycle-v1	Theorems.SubcontractingSoundness
preprocessing-normalization-v1	Theorems.Minmax_Scaler
preprocessing-normalization-v1	Theorems.Robust_Scaler
preprocessing-normalization-v1	Theorems.Standard_Scaler
projected-gradient-armijo-v1	Theorems.Armijo_Backtracking
projected-gradient-armijo-v1	Theorems.Monotone_Non_Increase
projected-gradient-armijo-v1	Theorems.Projected_Gradient_Step
property-testing-v1	Theorems.Assertion_Evaluation
property-testing-v1	Theorems.Coverage_Collection
property-testing-v1	Theorems.Playbook_State_Machine
property-testing-v1	Theorems.Retry_Assertion
property-testing-v1	Theorems.Soft_Assertion_Collection
property-testing-v1	Theorems.Test_Result_Reporting
provider-routing-v1	Theorems.Backoff_Jitter
provider-routing-v1	Theorems.Cost_Budget
provider-routing-v1	Theorems.Failover_Cascade
provider-routing-v1	Theorems.Format_Translation
provider-routing-v1	Theorems.Privacy_Enforcement
ptx-codegen-safety-v1	Theorems.InstructionValidity
ptx-codegen-safety-v1	Theorems.RegisterBudget
ptx-codegen-safety-v1	Theorems.TargetDirectivePresent
ptx-target-parity-v1	Theorems.Jit_Compilation_Success
ptx-target-parity-v1	Theorems.No_Hardcoded_Targets
ptx-target-parity-v1	Theorems.Target_Parity
q2k-dequant-parity-v1	Theorems.Q2K_Dequant_Ordering
q3k-dequant-v1	Theorems.Q3K_Block_Layout
q3k-dequant-v1	Theorems.Q3K_Dequant_Formula
q4k-interleaved-scale-min-v1	Theorems.Q4K_GetScaleMinK4
q4k-interleaved-scale-min-v1	Theorems.Q4K_Interleaved_Dot_Parity
q4k-q6k-superblock-v1	Theorems.Dequantization
q4k-q6k-superblock-v1	Theorems.Q4K_Superblock
q4k-q6k-superblock-v1	Theorems.Q6K_Superblock
q4k-q6k-superblock-v1	Theorems.Total_Bytes
qk-norm-apr-loader-v1	Theorems.Qk_Norm_Load
qk-norm-v1	Theorems.Qk_Rmsnorm
qlora-hyperparameters-v1	Theorems.Effective_Batch_Size
qlora-hyperparameters-v1	Theorems.Epoch_Count_Imbalanced
qlora-hyperparameters-v1	Theorems.Gradient_Clip_Bound
qlora-hyperparameters-v1	Theorems.Learning_Rate_Scaling
qlora-hyperparameters-v1	Theorems.Lora_Alpha_Ratio
qlora-hyperparameters-v1	Theorems.Seq_Len_From_Data
qlora-hyperparameters-v1	Theorems.Warmup_Fraction
quality-validation-v1	Theorems.Gate_Composition
quality-validation-v1	Theorems.Validate_Index
quality-validation-v1	Theorems.Validate_Size
quant-roundtrip-fidelity-v1	Theorems.Quant_Bitwidth_Monotonic
quant-roundtrip-fidelity-v1	Theorems.Quant_Roundtrip_Fidelity
quantization-ordering-v1	Theorems.Alpha_Scaling
quantization-ordering-v1	Theorems.Bytes_Per_Param
quantization-ordering-v1	Theorems.Dropout_Expectation
quantization-ordering-v1	Theorems.Size_Ordering
quantize-dequant-roundtrip-v1	Theorems.Nf4CodebookBijectivity
quantize-dequant-roundtrip-v1	Theorems.Q4_0Roundtrip
quantize-dequant-roundtrip-v1	Theorems.Q4kRoundtrip
quantize-dequant-roundtrip-v1	Theorems.Q6kRoundtrip
quantized-dot-product-v1	Theorems.FormatIsolation
quantized-dot-product-v1	Theorems.SimdScalarEquivalence
qwen2-e2e-verification-v1	Theorems.Contract_Composition
qwen2-e2e-verification-v1	Theorems.Flops_Per_Token
qwen2-e2e-verification-v1	Theorems.Memory_Breakdown
qwen2-e2e-verification-v1	Theorems.Model_Parameter_Count
qwen2-e2e-verification-v1	Theorems.Throughput_Model
qwen2-e2e-verification-v1	Theorems.Verification_Ladder
qwen2-shapes-v1	Theorems.Head_Dim_Consistency
qwen2-shapes-v1	Theorems.Kv_Projection_Shape
qwen2-shapes-v1	Theorems.O_Projection_Transpose
qwen2-shapes-v1	Theorems.Q_Projection_Shape
qwen2-shapes-v1	Theorems.Rope_Frequency
qwen2-shapes-v1	Theorems.Swiglu_Ratio
qwen2-weight-loading-v1	Theorems.Kv_Projection
qwen2-weight-loading-v1	Theorems.Q_Projection
qwen2-weight-loading-v1	Theorems.Swiglu_Expansion
qwen2-weight-loading-v1	Theorems.Total_Parameters
qwen3-e2e-verification-v1	Theorems.Contract_Composition
qwen3-e2e-verification-v1	Theorems.Flops_Per_Token
qwen3-e2e-verification-v1	Theorems.Memory_Breakdown
qwen3-e2e-verification-v1	Theorems.Model_Parameter_Count
qwen3-e2e-verification-v1	Theorems.Throughput_Model
qwen3-e2e-verification-v1	Theorems.Verification_Ladder
qwen3-moe-forward-v1	Theorems.Qwen3_Coder_30b_a3b_Shape_Algebra
qwen3-moe-forward-v1	Theorems.Qwen3_Moe_Forward_One_Layer
qwen3-shapes-v1	Theorems.Head_Dim_Consistency
qwen3-shapes-v1	Theorems.Kv_Projection_Shape
qwen3-shapes-v1	Theorems.O_Projection_Transpose
qwen3-shapes-v1	Theorems.Q_Projection_Shape
qwen3-shapes-v1	Theorems.Rope_Frequency
qwen3-shapes-v1	Theorems.Swiglu_Ratio
qwen35-e2e-verification-v1	Theorems.Contract_Composition
qwen35-e2e-verification-v1	Theorems.Flops_Per_Token
qwen35-e2e-verification-v1	Theorems.Memory_Breakdown
qwen35-e2e-verification-v1	Theorems.Model_Parameter_Count
qwen35-e2e-verification-v1	Theorems.Throughput_Model
qwen35-e2e-verification-v1	Theorems.Verification_Ladder
qwen35-hybrid-forward-v1	Theorems.Activation_Magnitude
qwen35-hybrid-forward-v1	Theorems.Attention_Sublayer
qwen35-hybrid-forward-v1	Theorems.Ffn_Sublayer
qwen35-hybrid-forward-v1	Theorems.Gdn_Sublayer
qwen35-hybrid-forward-v1	Theorems.Gradient_Flow
qwen35-hybrid-forward-v1	Theorems.Hybrid_Block
qwen35-shapes-v1	Theorems.Kv_Projection_Shape
qwen35-shapes-v1	Theorems.O_Projection_Transpose
qwen35-shapes-v1	Theorems.Q_Projection_Shape
qwen35-shapes-v1	Theorems.Rope_Frequency
qwen35-shapes-v1	Theorems.Swiglu_Ratio
qwen3moe-e2e-verification-v1	Theorems.Active_Parameter_Count
qwen3moe-e2e-verification-v1	Theorems.Contract_Composition
qwen3moe-e2e-verification-v1	Theorems.Flops_Per_Token
qwen3moe-e2e-verification-v1	Theorems.Memory_Breakdown
qwen3moe-e2e-verification-v1	Theorems.Model_Parameter_Count
qwen3moe-e2e-verification-v1	Theorems.Throughput_Model
qwen3moe-e2e-verification-v1	Theorems.Verification_Ladder
qwen3moe-shapes-v1	Theorems.Kv_Projection_Shape
qwen3moe-shapes-v1	Theorems.Moe_Expert_Shape
qwen3moe-shapes-v1	Theorems.Moe_Router_Shape
qwen3moe-shapes-v1	Theorems.O_Projection_Transpose
qwen3moe-shapes-v1	Theorems.Q_Projection_Shape
qwen3moe-shapes-v1	Theorems.Rope_Frequency
qwen3moe-shapes-v1	Theorems.Swiglu_Ratio
rag-pipeline-v1	Theorems.Embed_Insert
rag-pipeline-v1	Theorems.Metric_Correctness
rag-pipeline-v1	Theorems.Retrieve_Rank
random-forest-v1	Theorems.Bootstrap_Sample
random-forest-v1	Theorems.Ensemble_Size
random-forest-v1	Theorems.Majority_Vote
random-forest-v1	Theorems.Predict
recipe-determinism-v1	Theorems.Expand_Recipe
recipe-determinism-v1	Theorems.Validate_Input_Type
recipe-determinism-v1	Theorems.Validate_Inputs
reduce-lr-plateau-v1	Theorems.ReduceLROnPlateau_Patience_Strict
registry-integrity-v1	Theorems.List_Completeness
registry-integrity-v1	Theorems.Pull_Idempotency
registry-integrity-v1	Theorems.Run_Lifecycle
render-primitives-v1	Theorems.Draw_Bounds
render-primitives-v1	Theorems.Layout_Area_Conservation
render-primitives-v1	Theorems.Line_Connectivity
retrieval-quality-v1	Theorems.Embedding_Insert
retrieval-quality-v1	Theorems.Metric_Bounds
retrieval-quality-v1	Theorems.Retrieval_Ranking
roofline-model-v1	Theorems.Bandwidth_Ceiling
roofline-model-v1	Theorems.Compute_Ceiling
roofline-model-v1	Theorems.Model_Bytes
roofline-model-v1	Theorems.Throughput_Bound
rope-extrapolation-v1	Theorems.Base_Frequency
rope-extrapolation-v1	Theorems.Linear_Interpolation
rope-extrapolation-v1	Theorems.Ntk_Scaled_Base
rope-extrapolation-v1	Theorems.Rotation_Matrix
rope-extrapolation-v1	Theorems.Yarn_Mixed_Frequency
rope-extrapolation-v1	Theorems.Yarn_Ramp
safetensors-cpu-dispatch-v1	Theorems.Format_Parity
safetensors-format-safety-v1	Theorems.DType_Consistency
safetensors-format-safety-v1	Theorems.Header_Size_Validation
safetensors-format-safety-v1	Theorems.Mmap_Zero_Copy
safetensors-format-safety-v1	Theorems.No_Overlap_Invariant
safetensors-format-safety-v1	Theorems.Tensor_Offset_Bounds
safety-classifier-v1	Theorems.Classify_Filesystem
safety-classifier-v1	Theorems.Classify_Injection
safety-classifier-v1	Theorems.Classify_Secrets
safety-classifier-v1	Theorems.Lint_Shell
sampling-algorithms-v1	Theorems.Greedy
sampling-algorithms-v1	Theorems.Temperature
sampling-algorithms-v1	Theorems.Top_K
sampling-algorithms-v1	Theorems.Top_P
sandbox-isolation-v1	Theorems.Filesystem_Isolation
sandbox-isolation-v1	Theorems.Network_Isolation
sandbox-isolation-v1	Theorems.Overlay_Capture
score-composite-v1	Theorems.Geometric_Mean
score-composite-v1	Theorems.Grade_From_Score
secret-provider-v1	Theorems.Drift_Detection
secret-provider-v1	Theorems.Ephemeral_Cleanup
secret-provider-v1	Theorems.Provider_Dispatch
semantic-equivalence-v1	Theorems.Comprehension_Equivalence
semantic-equivalence-v1	Theorems.Control_Flow_Equivalence
semantic-equivalence-v1	Theorems.Expression_Equivalence
semantic-equivalence-v1	Theorems.Observational_Equivalence
semantic-equivalence-v1	Theorems.Statement_Equivalence
serialization-v1	Theorems.Deserialize
serialization-v1	Theorems.Serialization
serialization-v1	Theorems.Serialize
session-v1	Theorems.Age_Filter
session-v1	Theorems.Append_Only
session-v1	Theorems.Jsonl_Roundtrip
session-v1	Theorems.Manifest_Serde
sgd-momentum-lrsched-v1	Theorems.Sgd_Momentum_Buffer_Update
sgd-momentum-lrsched-v1	Theorems.Sgd_Parameter_Update_Fresh_Lr
shannon-entropy-v1	Theorems.Entropy
shannon-entropy-v1	Theorems.Uniform_Entropy
sharded-gguf-merge-v1	Theorems.Bounded_Memory
sharded-gguf-merge-v1	Theorems.Lossless_Merge
sharded-gguf-pull-v1	Theorems.No_Index_Download
sharded-gguf-pull-v1	Theorems.Shard_Set_Completeness
shell-execution-v1	Theorems.Config_Validation
shell-execution-v1	Theorems.Parser_Correctness
shell-execution-v1	Theorems.Startup_Budget
silhouette-singleton-v1	Theorems.Silhouette_Singleton_Zero
simd-scalar-parity-v1	Theorems.ActivationParity
simd-scalar-parity-v1	Theorems.DotProductParity
simd-scalar-parity-v1	Theorems.ElementwiseParity
simd-scalar-parity-v1	Theorems.RmsnormParity
simd-scalar-parity-v1	Theorems.SoftmaxParity
simulation-determinism-v1	Theorems.Audit_Trail
simulation-determinism-v1	Theorems.Step_Determinism
simulation-determinism-v1	Theorems.Time_Advancement
simulation-step-v1	Theorems.Audit_Completeness
simulation-step-v1	Theorems.Simulate_Convergence
simulation-step-v1	Theorems.Step_Monotonicity
sliding-window-attention-v1	Theorems.Attention_Sparsity
sliding-window-attention-v1	Theorems.Causal_Window_Mask
sliding-window-attention-v1	Theorems.Effective_Context
sliding-window-attention-v1	Theorems.Multi_Layer_Receptive_Field
sliding-window-attention-v1	Theorems.Window_Mask
sovereign-tensor-v1	Theorems.Dot_Product
sovereign-tensor-v1	Theorems.Elementwise_Binary
sovereign-tensor-v1	Theorems.Scalar_Mul
special-tokens-registry-v1	Theorems.Token_Id_Bound
speculative-decoding-v1	Theorems.Acceptance_Probability
speculative-decoding-v1	Theorems.Output_Equivalence
speculative-decoding-v1	Theorems.Token_Acceptance
ssm-kernel-v1	Theorems.Selective_Gate
ssm-kernel-v1	Theorems.Ssm_Discretize
ssm-kernel-v1	Theorems.Ssm_Scan
state-machine-v1	Theorems.EventStoreAppendOnly
state-machine-v1	Theorems.RefactorTransitions
state-machine-v1	Theorems.SnapshotRecovery
store-cas-v1	Theorems.Closure_Completeness
store-cas-v1	Theorems.Derivation_Determinism
store-cas-v1	Theorems.Far_Archive_Roundtrip
store-cas-v1	Theorems.GC_Safety
store-cas-v1	Theorems.Purity_Monotonicity
stratified-kfold-balance-v1	Theorems.StratifiedKFold_Balance
stratified-kfold-balance-v1	Theorems.StratifiedKFold_Coverage
streaming-tpot-v1	Theorems.Tpot_Definition
svc-rbf-v1	Theorems.Decision_Function
svc-rbf-v1	Theorems.Dual_Objective
svc-rbf-v1	Theorems.Rbf_Kernel
svc-rbf-v1	Theorems.Svc_Predict
svm-v1	Theorems.Decision_Function
svm-v1	Theorems.Hinge_Loss
svm-v1	Theorems.Margin
svm-v1	Theorems.Svm_Predict
task-pipeline-v1	Theorems.Health_Check_Retry
task-pipeline-v1	Theorems.Pipeline_Dag_Execution
task-pipeline-v1	Theorems.Quality_Gate_Enforcement
task-pipeline-v1	Theorems.Task_Status_Terminal
tdg-scoring-v1	Theorems.Calculate_Tdg
tdg-scoring-v1	Theorems.Letter_Grade
tensor-inventory-v1	Theorems.Architecture_Delta
tensor-inventory-v1	Theorems.Parameter_Decomposition
tensor-inventory-v1	Theorems.Quantization_Bytes
tensor-inventory-v1	Theorems.Tensor_Count
tensor-inventory-v1	Theorems.Tied_Embeddings
tensor-layout-v1	Theorems.QuantDispatchExhaustiveness
tensor-layout-v1	Theorems.TransposeInvariant
tensor-layout-v1	Theorems.ValidatedTensorConstruction
tensor-names-v1	Theorems.Architecture_Normalization
tensor-names-v1	Theorems.Name_Resolution
tensor-shape-flow-v1	Theorems.Gqa_Grouping
tensor-shape-flow-v1	Theorems.Lm_Head
tensor-shape-flow-v1	Theorems.Qkv_Projection
tensor-shape-flow-v1	Theorems.Residual
tensor-shape-flow-v1	Theorems.Swiglu_Shape
tensor-transpose-roundtrip-v1	Theorems.TensorTranspose.Roundtrip
threading-safety-v1	Theorems.LockOrderInvariant
threading-safety-v1	Theorems.RaceFreedom
tied-embeddings-v1	Theorems.Tied_Lm_Head
tiled-matmul-shader-v1	Theorems.BarrierCorrectness
tiled-matmul-shader-v1	Theorems.TiledNaiveEquivalence
tokenizer-loading-v1	Theorems.ByteEncoderCoverage
tokenizer-loading-v1	Theorems.RoundtripEncoding
tokenizer-v1	Theorems.Deterministic_Encode
tokenizer-v1	Theorems.Empty_Input
tokenizer-v1	Theorems.Thread_Safety
tokenizer-v1	Theorems.Tokenizer
tokenizer-v1	Theorems.Vocab_Size_Bound
tokenizer-vocab-v1	Theorems.Vocab_Size_Consistency
trace-integrity-v1	Theorems.OTel_Format
trace-integrity-v1	Theorems.Trace_Capture
