id	op	line	verdict	rc	failing_tests	killed_by	mutated_line
reject-53-drop	drop	842	KILLED	1	2	probe antigravity usage missing a token count                   RED  B1	        || true B1 "antigravity.usage must carry numeric input_tokens, output_tokens and total_tokens (missing or non-numeric: $ag_usage); S8's cost_per_actionable is fed from agy's own usage block, and record-only is not unenforced" || return 1
reject-53-flip	flip	842	KILLED	1	56	S6.1 all four positive controls fire before anything is validated	        || reject B1 "antigravity.usage must carry numeric input_tokens, output_tokens and total_tokens (missing or non-numeric: $ag_usage); S8's cost_per_actionable is fed from agy's own usage block, and record-only is not unenforced" && return 1
reject-54-drop	drop	860	KILLED	1	2	probe reverified_by_primary absent                              RED  B1	        || true B1 "antigravity.reverified_by_primary must be present and boolean; agy's 'measured' claims were produced by agy's process, and a receipt that does not say whether the primary reviewer re-ran them leaves the reader unable to tell whose measurement it is (S1)" || return 1
reject-54-flip	flip	860	KILLED	1	54	S6.1 all four positive controls fire before anything is validated	        || reject B1 "antigravity.reverified_by_primary must be present and boolean; agy's 'measured' claims were produced by agy's process, and a receipt that does not say whether the primary reviewer re-ran them leaves the reader unable to tell whose measurement it is (S1)" && return 1
reject-55-drop	drop	879	KILLED	1	3	probe divergence with no contradicted column                    RED  B1	        || true B1 "antigravity.divergence must carry whole non-negative agreed, agy_only, primary_only and contradicted (bad or missing: $ag_div); a disagreement with no place to be written down is a disagreement resolved in the primary's favour, which is the failure S5 names (Huang et al., ICLR'24)" || return 1
reject-55-flip	flip	879	KILLED	1	52	S6.1 all four positive controls fire before anything is validated	        || reject B1 "antigravity.divergence must carry whole non-negative agreed, agy_only, primary_only and contradicted (bad or missing: $ag_div); a disagreement with no place to be written down is a disagreement resolved in the primary's favour, which is the failure S5 names (Huang et al., ICLR'24)" && return 1
reject-56-drop	drop	890	KILLED	1	1	probe the divergence ledger does not account for the findings   RED  B1	        || true B1 "antigravity records $ag_nfind finding/s but divergence accounts for $ag_sum of them (agreed + agy_only + contradicted); every agy finding is exactly one of agreed, agy-only or contradicted, and an unbalanced ledger is one in which disagreement can go unrecorded" || return 1
reject-56-flip	flip	890	KILLED	1	49	S6.1 all four positive controls fire before anything is validated	        || reject B1 "antigravity records $ag_nfind finding/s but divergence accounts for $ag_sum of them (agreed + agy_only + contradicted); every agy finding is exactly one of agreed, agy-only or contradicted, and an unbalanced ledger is one in which disagreement can go unrecorded" && return 1
reject-57-drop	drop	904	KILLED	1	1	probe pmat consulted with no index_commit recorded              RED  B1	    [ -n "$idx" ] || true B1 "pmat.status is consulted but index_commit is absent; an unrecorded index cannot be shown to describe this PR" || return 1
reject-57-flip	flip	904	KILLED	1	49	S6.1 all four positive controls fire before anything is validated	    [ -n "$idx" ] || reject B1 "pmat.status is consulted but index_commit is absent; an unrecorded index cannot be shown to describe this PR" && return 1
reject-58-drop	drop	906	KILLED	1	1	probe pmat index_commit does not resolve in the repository      RED  B1	      || true B1 "pmat.index_commit $idx does not resolve to a commit in $REPO" || return 1
reject-58-flip	flip	906	KILLED	1	48	S6.1 all four positive controls fire before anything is validated	      || reject B1 "pmat.index_commit $idx does not resolve to a commit in $REPO" && return 1
reject-59-drop	drop	915	KILLED	1	1	probe index_is_ancestor is MISREPORTED as false                 RED  B1	      || true B1 "index_is_ancestor is recorded as $idx_rec but merge-base --is-ancestor $idx $head says $idx_computed" || return 1
reject-59-flip	flip	915	KILLED	1	47	S6.1 all four positive controls fire before anything is validated	      || reject B1 "index_is_ancestor is recorded as $idx_rec but merge-base --is-ancestor $idx $head says $idx_computed" && return 1
reject-60-drop	drop	917	KILLED	1	1	row 9  index_commit not an ancestor of head_sha, verdict PASS     RED  B6	      true B6 "index_commit $idx is not an ancestor of head $head and the verdict is PASS; a stale index answers about code that is not in this PR (S3.A)" || return 1
reject-60-flip	flip	917	KILLED	1	1	row 9  index_commit not an ancestor of head_sha, verdict PASS     RED  B6	      reject B6 "index_commit $idx is not an ancestor of head $head and the verdict is PASS; a stale index answers about code that is not in this PR (S3.A)" && return 1
reject-61-drop	drop	968	KILLED	1	1	probe pmat consulted with NO duplication_coverage at all        RED  B1	      || true B1 "pmat.status is consulted but duplication_coverage is absent; an unrecorded coverage claim cannot be told apart from a searched-and-empty one, and S3.0 forbids exactly that (F4)" || return 1
reject-61-flip	flip	968	KILLED	1	45	S6.1 all four positive controls fire before anything is validated	      || reject B1 "pmat.status is consulted but duplication_coverage is absent; an unrecorded coverage claim cannot be told apart from a searched-and-empty one, and S3.0 forbids exactly that (F4)" && return 1
reject-62-drop	drop	978	KILLED	1	2	probe duplication_coverage missing one surface                  RED  B1	      || true B1 "duplication_coverage records no verdict for: $cov_missing; a surface with no entry is the silently-absent coverage F4 exists to stop" || return 1
reject-62-flip	flip	978	KILLED	1	44	S6.1 all four positive controls fire before anything is validated	      || reject B1 "duplication_coverage records no verdict for: $cov_missing; a surface with no entry is the silently-absent coverage F4 exists to stop" && return 1
reject-63-drop	drop	988	KILLED	1	1	probe duplication_coverage with a method outside the vocabulary RED  B1	      || true B1 "duplication_coverage holds a method outside { semantic, lexical, none }: $cov_bad" || return 1
reject-63-flip	flip	988	KILLED	1	42	S6.1 all four positive controls fire before anything is validated	      || reject B1 "duplication_coverage holds a method outside { semantic, lexical, none }: $cov_bad" && return 1
reject-64-drop	drop	993	KILLED	1	2	row 23 a duplication surface that could not be searched, PASS    RED  B1	      true B1 "duplication_coverage could not search [$cov_none] and the verdict is PASS; a surface that was not searched must read DEGRADED, the same rule rows 5 and 6 apply to an unreachable consultation (S3.0)" || return 1
reject-64-flip	flip	993	KILLED	1	2	row 23 a duplication surface that could not be searched, PASS    RED  B1	      reject B1 "duplication_coverage could not search [$cov_none] and the verdict is PASS; a surface that was not searched must read DEGRADED, the same rule rows 5 and 6 apply to an unreachable consultation (S3.0)" && return 1
reject-65-drop	drop	998	KILLED	1	2	probe duplication_horizon absent                                RED  B1	      || true B1 "duplication_horizon is absent or is not a non-empty array of refspecs; an unstated horizon makes 'nothing found' and 'did not look off this branch' the same artifact (F4)" || return 1
reject-65-flip	flip	998	KILLED	1	39	S6.1 all four positive controls fire before anything is validated	      || reject B1 "duplication_horizon is absent or is not a non-empty array of refspecs; an unstated horizon makes 'nothing found' and 'did not look off this branch' the same artifact (F4)" && return 1
reject-66-drop	drop	1016	KILLED	1	2	probe duplication_horizon naming only two of its three regions  RED  B1	      || true B1 "duplication_horizon names no region for: $horizon_missing; the horizon has three components (head, siblings, merge_base_to_main) and an unnamed one makes 'nothing found there' and 'never looked there' the same artifact (F7)" || return 1
reject-66-flip	flip	1016	KILLED	1	37	S6.1 all four positive controls fire before anything is validated	      || reject B1 "duplication_horizon names no region for: $horizon_missing; the horizon has three components (head, siblings, merge_base_to_main) and an unnamed one makes 'nothing found there' and 'never looked there' the same artifact (F7)" && return 1
reject-67-drop	drop	1030	KILLED	1	3	probe horizon_branches_total that is not a number               RED  B1	      || true B1 "horizon_branches_total and horizon_branches_scanned must both be whole numbers with 0 <= scanned <= total; the horizon's denominator is what makes a partial sweep visible, and a fractional count would make the shell comparisons below error and skip" || return 1
reject-67-flip	flip	1030	KILLED	1	35	S6.1 all four positive controls fire before anything is validated	      || reject B1 "horizon_branches_total and horizon_branches_scanned must both be whole numbers with 0 <= scanned <= total; the horizon's denominator is what makes a partial sweep visible, and a fractional count would make the shell comparisons below error and skip" && return 1
reject-68-drop	drop	1037	KILLED	1	1	probe sibling horizon claimed but zero branches scanned         RED  B1	      true B1 "duplication_coverage claims the sibling branches were searched ($dup_sib) with horizon_branches_scanned=0 of $dup_total; a sweep that attempted nothing passes vacuously, which S3.D already calls DEGRADED for mutation" || return 1
reject-68-flip	flip	1037	KILLED	1	1	probe sibling horizon claimed but zero branches scanned         RED  B1	      reject B1 "duplication_coverage claims the sibling branches were searched ($dup_sib) with horizon_branches_scanned=0 of $dup_total; a sweep that attempted nothing passes vacuously, which S3.D already calls DEGRADED for mutation" && return 1
reject-69-drop	drop	1041	KILLED	1	1	probe a CAPPED horizon sweep still reading PASS                 RED  B1	      true B1 "the horizon sweep covered $dup_scanned of $dup_total sibling branches and the verdict is PASS; the branches it skipped were not searched, and unsearched is DEGRADED (F4)" || return 1
reject-69-flip	flip	1041	KILLED	1	1	probe a CAPPED horizon sweep still reading PASS                 RED  B1	      reject B1 "the horizon sweep covered $dup_scanned of $dup_total sibling branches and the verdict is PASS; the branches it skipped were not searched, and unsearched is DEGRADED (F4)" && return 1
reject-70-drop	drop	1045	KILLED	1	1	probe symbols_searched absent                                   RED  B1	      || true B1 "pmat.symbols_searched must be a number; a scan whose needle count is unrecorded cannot have its precision judged, and record-only is not unenforced" || return 1
reject-70-flip	flip	1045	KILLED	1	30	S6.1 all four positive controls fire before anything is validated	      || reject B1 "pmat.symbols_searched must be a number; a scan whose needle count is unrecorded cannot have its precision judged, and record-only is not unenforced" && return 1
reject-71-drop	drop	1053	KILLED	1	1	row 15 finding carrying no grounding mark at all                  RED  B1	      no-grounding\|*)      true B1 "a finding carries no properties.grounding (${v#*|}); an unmarked claim is a defect in the review (S1)" || return 1 ;;
reject-71-flip	flip	1053	KILLED	1	1	row 15 finding carrying no grounding mark at all                  RED  B1	      no-grounding\|*)      reject B1 "a finding carries no properties.grounding (${v#*|}); an unmarked claim is a defect in the review (S1)" && return 1 ;;
reject-72-drop	drop	1054	KILLED	1	1	probe a grounding mark outside the three categories             RED  B1	      bad-grounding\|*)     true B1 "the grounding of a finding is outside { cited, measured, asserted } (${v#*|})" || return 1 ;;
reject-72-flip	flip	1054	KILLED	1	1	probe a grounding mark outside the three categories             RED  B1	      bad-grounding\|*)     reject B1 "the grounding of a finding is outside { cited, measured, asserted } (${v#*|})" && return 1 ;;
reject-73-drop	drop	1055	KILLED	1	1	row 11 finding with an empty failure_scenario                     RED  B1	      no-failure-scenario\|*) true B1 "a finding has an empty failure_scenario (${v#*|}); a finding that cannot name the failure it permits is a comment (S4.2)" || return 1 ;;
reject-73-flip	flip	1055	KILLED	1	1	row 11 finding with an empty failure_scenario                     RED  B1	      no-failure-scenario\|*) reject B1 "a finding has an empty failure_scenario (${v#*|}); a finding that cannot name the failure it permits is a comment (S4.2)" && return 1 ;;
reject-74-drop	drop	1056	KILLED	1	1	probe a cited finding with an empty source                      RED  B1	      cited-no-source\|*)   true B1 "a cited finding has an empty source (${v#*|}); a citation with no source is an assertion wearing the mark of a citation (S1.1)" || return 1 ;;
reject-74-flip	flip	1056	KILLED	1	1	probe a cited finding with an empty source                      RED  B1	      cited-no-source\|*)   reject B1 "a cited finding has an empty source (${v#*|}); a citation with no source is an assertion wearing the mark of a citation (S1.1)" && return 1 ;;
reject-75-drop	drop	1057	KILLED	1	1	row 3  cited finding with an empty excerpt                        RED  B1	      cited-no-excerpt\|*)  true B1 "a cited finding has an empty excerpt (${v#*|}); a recorded excerpt that is not there is the same failure as no excerpt (S1.1)" || return 1 ;;
reject-75-flip	flip	1057	KILLED	1	1	row 3  cited finding with an empty excerpt                        RED  B1	      cited-no-excerpt\|*)  reject B1 "a cited finding has an empty excerpt (${v#*|}); a recorded excerpt that is not there is the same failure as no excerpt (S1.1)" && return 1 ;;
reject-76-drop	drop	1058	KILLED	1	1	probe a cited finding with no excerpt_sha256                    RED  B1	      cited-no-digest\|*)   true B1 "a cited finding has no excerpt_sha256 (${v#*|}); cited is verified, not just labelled (S1.1)" || return 1 ;;
reject-76-flip	flip	1058	KILLED	1	1	probe a cited finding with no excerpt_sha256                    RED  B1	      cited-no-digest\|*)   reject B1 "a cited finding has no excerpt_sha256 (${v#*|}); cited is verified, not just labelled (S1.1)" && return 1 ;;
reject-77-drop	drop	1059	KILLED	1	1	probe an asserted finding classed blocking                      RED  B1	      asserted-blocking\|*) true B1 "a finding marked asserted is classed blocking (${v#*|}); an asserted claim never blocks (S1)" || return 1 ;;
reject-77-flip	flip	1059	KILLED	1	1	probe an asserted finding classed blocking                      RED  B1	      asserted-blocking\|*) reject B1 "a finding marked asserted is classed blocking (${v#*|}); an asserted claim never blocks (S1)" && return 1 ;;
reject-78-drop	drop	1087	KILLED	1	1	row 12 excerpt_sha256 is not sha256(excerpt)                      RED  B1	      || true B1 "cited finding '$id' records excerpt_sha256 $want but sha256(excerpt) is $got; a citation whose digest does not match its excerpt is not verified (S1.1)" || return 1
reject-78-flip	flip	1087	KILLED	1	5	row 12 excerpt_sha256 is not sha256(excerpt)                      RED  B1	      || reject B1 "cited finding '$id' records excerpt_sha256 $want but sha256(excerpt) is $got; a citation whose digest does not match its excerpt is not verified (S1.1)" && return 1
reject-79-drop	drop	1113	KILLED	1	1	row 32 an agy finding claiming a BLOCKING class                 RED  B1	    true B1 "the antigravity run states finding '$ag_blocking' with precision_class blocking; S3.E is advisory until 30 samples exist (S7's admission rule, S8's ratchet), so a blocking class from it is a receipt claiming an authority no measurement supports" || return 1
reject-79-flip	flip	1113	KILLED	1	1	row 32 an agy finding claiming a BLOCKING class                 RED  B1	    reject B1 "the antigravity run states finding '$ag_blocking' with precision_class blocking; S3.E is advisory until 30 samples exist (S7's admission rule, S8's ratchet), so a blocking class from it is a receipt claiming an authority no measurement supports" && return 1
reject-80-drop	drop	1125	KILLED	1	1	row 4  comparative claim with no comparator command or hash       RED  B4	    true B4 "$claim" || return 1
reject-80-flip	flip	1125	KILLED	1	1	row 4  comparative claim with no comparator command or hash       RED  B4	    reject B4 "$claim" && return 1
reject-81-drop	drop	1150	KILLED	1	1	probe a competitor ratio stated in a finding but never recorded RED  B4	      [ "$n_recorded" -gt 0 ] || true B4 "finding $id states a comparative claim -- $(printf '%s' "$got" | cut -c1-70) -- but consultations.crux.comparative_claims is empty; a competitor ratio with no recorded comparator is unverified, per S3.C.1" || return 1
reject-81-flip	flip	1150	KILLED	1	6	row 14 complete GPU review, all four consulted, findings        GREEN     [discrimination]	      [ "$n_recorded" -gt 0 ] || reject B4 "finding $id states a comparative claim -- $(printf '%s' "$got" | cut -c1-70) -- but consultations.crux.comparative_claims is empty; a competitor ratio with no recorded comparator is unverified, per S3.C.1" && return 1
reject-82-drop	drop	1185	KILLED	1	3	row 16 the diff publishes a ratio, nothing records it           RED  B4	      true B4 "the diff publishes a comparative claim on a user-facing surface -- $dfile: $(printf '%s' "$dline" | cut -c1-70) -- while consultations.crux.comparative_claims is empty; a competitor ratio the review never recorded is unverified and blocks (S3.C.1)" || return 1
reject-82-flip	flip	1185	KILLED	1	3	row 16 the diff publishes a ratio, nothing records it           RED  B4	      reject B4 "the diff publishes a comparative claim on a user-facing surface -- $dfile: $(printf '%s' "$dline" | cut -c1-70) -- while consultations.crux.comparative_claims is empty; a competitor ratio the review never recorded is unverified and blocks (S3.C.1)" && return 1
repo-fallback-dropped	text	325	KILLED	1	1	no PR_REVIEW_REPO and no git repository is a REJECTION	if false; then
rs-line-test-not-applied	text	290	KILLED	1	1	row 22 the printed ratio fires, the quoted one two lines up does not  RED  B4	  case "$1" in *.rs) true ;; esac
rs-published-predicate-verdict-not-propagated	text	304	KILLED	1	2	the .rs line test matches its case table, both polarities	  --match-rs-published) match_rs_published "${2?--match-rs-published needs an argument}"; exit 1 ;;
rs-published-regex-matches-everything	text	280	KILLED	1	3	row 22 the printed ratio fires, the quoted one two lines up does not  RED  B4	RS_PUBLISHED_RE='(.)'
rs-published-regex-never-matches	text	280	KILLED	1	3	row 22 the printed ratio fires, the quoted one two lines up does not  RED  B4	RS_PUBLISHED_RE='(^$)'
self-review-misclassified-B1	text	505	KILLED	1	118	S6.1 all four positive controls fire before anything is validated	    || reject B1 "reviewer_actor.id = author_actor.id = '$author'; a self-review is not a review (S5)" || return 1
shipped-surface-predicate-verdict-not-propagated	text	300	KILLED	1	2	the shipped surface B4 scans matches its case table, both polarities	  --match-shipped-surface) match_shipped_surface "${2?--match-shipped-surface needs an argument}"; exit 1 ;;
stale-index-misclassified-B1	text	917	KILLED	1	1	row 9  index_commit not an ancestor of head_sha, verdict PASS     RED  B6	      reject B1 "index_commit $idx is not an ancestor of head $head and the verdict is PASS; a stale index answers about code that is not in this PR (S3.A)" || return 1
target-predicate-verdict-not-propagated	text	303	KILLED	1	1	the target suppressor matches its case table, both polarities	  --match-target)      match_target       "${2?--match-target needs an argument}";      exit 1 ;;
target-suppressor-matches-everything	text	160	KILLED	1	5	row 16 the diff publishes a ratio, nothing records it           RED  B4	TARGET_RE='(.)'
target-suppressor-never-matches	text	160	KILLED	1	1	the target suppressor matches its case table, both polarities	TARGET_RE='(^$)'
tools-absent-is-a-skip	text	316	KILLED	1	1	a tool the guard needs and cannot find is a REJECTION, not a skip	if false; then
zero-receipts-is-a-pass	text	1321	KILLED	1	1	a run over zero receipts is not a pass	if false; then
